student_id,course,status,term,grade_received
S01260,Algebra I,completed,fall_previous,B
S01260,English I,completed,summer_previous,C
S01260,Biology,completed,fall_previous,C
S01260,Geometry,failed_or_missing,fall_previous,F
S01260,English II,completed,summer_previous,A
S01260,World History,completed,summer_previous,C
S01260,Algebra II,completed,fall_previous,B
S01260,English III,completed,fall_previous,C
S01260,Chemistry,completed,summer_previous,B
S01260,U.S. History,completed,summer_previous,B
S01262,Algebra I,completed,summer_previous,B
S01262,English I,completed,summer_previous,D
S01262,Biology,completed,spring_previous,C
S01262,Geometry,completed,spring_previous,D
S01262,English II,completed,summer_previous,A
S01262,World History,completed,fall_previous,B
S01263,Algebra I,completed,spring_previous,C
S01263,English I,completed,summer_previous,A
S01263,Biology,completed,spring_previous,B
S01264,Algebra I,completed,summer_previous,B
S01264,English I,completed,summer_previous,B
S01264,Biology,failed_or_missing,spring_previous,F
S01264,Geometry,completed,summer_previous,B
S01264,English II,completed,fall_previous,C
S01264,World History,completed,summer_previous,B
S01264,Algebra II,completed,fall_previous,C
S01264,English III,completed,fall_previous,B
S01264,Chemistry,completed,fall_previous,A
S01264,U.S. History,completed,fall_previous,B
S01265,Algebra I,completed,spring_previous,C
S01265,English I,completed,fall_previous,B
S01265,Biology,failed_or_missing,fall_previous,F
S01266,Algebra I,completed,summer_previous,B
S01266,English I,completed,summer_previous,B
S01266,Biology,completed,spring_previous,C
S01267,Algebra I,failed_or_missing,fall_previous,F
S01267,English I,completed,spring_previous,C
S01267,Biology,completed,summer_previous,C
S01267,Geometry,completed,spring_previous,A
S01267,English II,completed,spring_previous,B
S01267,World History,completed,fall_previous,B
S01267,Algebra II,completed,spring_previous,D
S01267,English III,completed,summer_previous,A
S01267,Chemistry,completed,fall_previous,B
S01267,U.S. History,completed,fall_previous,C
S01269,Algebra I,completed,spring_previous,A
S01269,English I,completed,fall_previous,A
S01269,Biology,completed,summer_previous,B
S01270,Algebra I,completed,spring_previous,B
S01270,English I,completed,spring_previous,D
S01270,Biology,failed_or_missing,fall_previous,F
S01270,Geometry,failed_or_missing,fall_previous,F
S01270,English II,completed,summer_previous,B
S01270,World History,completed,fall_previous,C
S01272,Algebra I,failed_or_missing,spring_previous,F
S01272,English I,completed,fall_previous,B
S01272,Biology,failed_or_missing,spring_previous,F
S01275,Algebra I,failed_or_missing,fall_previous,F
S01275,English I,completed,summer_previous,B
S01275,Biology,completed,fall_previous,C
S01275,Geometry,completed,fall_previous,B
S01275,English II,completed,fall_previous,C
S01275,World History,completed,summer_previous,B
S01275,Algebra II,completed,spring_previous,B
S01275,English III,completed,spring_previous,C
S01275,Chemistry,completed,summer_previous,B
S01275,U.S. History,completed,summer_previous,C
S01276,Algebra I,completed,fall_previous,B
S01276,English I,completed,fall_previous,B
S01276,Biology,failed_or_missing,spring_previous,F
S01276,Geometry,failed_or_missing,spring_previous,F
S01276,English II,completed,fall_previous,B
S01276,World History,completed,fall_previous,A
S01276,Algebra II,completed,summer_previous,C
S01276,English III,completed,fall_previous,C
S01276,Chemistry,completed,summer_previous,C
S01276,U.S. History,completed,spring_previous,A
S01277,Algebra I,completed,spring_previous,B
S01277,English I,completed,summer_previous,A
S01277,Biology,completed,spring_previous,B
S01277,Geometry,failed_or_missing,fall_previous,F
S01277,English II,completed,spring_previous,C
S01277,World History,completed,summer_previous,C
S01277,Algebra II,completed,fall_previous,B
S01277,English III,completed,summer_previous,A
S01277,Chemistry,completed,fall_previous,C
S01277,U.S. History,completed,spring_previous,B
S01278,Algebra I,completed,summer_previous,B
S01278,English I,completed,spring_previous,C
S01278,Biology,completed,spring_previous,D
S01278,Geometry,completed,summer_previous,D
S01278,English II,completed,fall_previous,A
S01278,World History,completed,summer_previous,B
S01278,Algebra II,completed,summer_previous,B
S01278,English III,completed,summer_previous,A
S01278,Chemistry,completed,spring_previous,C
S01278,U.S. History,completed,fall_previous,B
S01279,Algebra I,completed,summer_previous,C
S01279,English I,completed,summer_previous,B
S01279,Biology,failed_or_missing,spring_previous,F
S01279,Geometry,completed,summer_previous,A
S01279,English II,completed,fall_previous,B
S01279,World History,completed,summer_previous,B
S01279,Algebra II,completed,fall_previous,B
S01279,English III,completed,fall_previous,B
S01279,Chemistry,completed,spring_previous,D
S01279,U.S. History,completed,fall_previous,C
S01280,Algebra I,completed,fall_previous,C
S01280,English I,completed,fall_previous,C
S01280,Biology,completed,spring_previous,C
S01280,Geometry,completed,spring_previous,D
S01280,English II,failed_or_missing,spring_previous,F
S01280,World History,completed,fall_previous,B
S01280,Algebra II,completed,spring_previous,B
S01280,English III,completed,summer_previous,B
S01280,Chemistry,completed,fall_previous,A
S01280,U.S. History,completed,fall_previous,C
S01281,Algebra I,failed_or_missing,spring_previous,F
S01281,English I,completed,summer_previous,C
S01281,Biology,failed_or_missing,fall_previous,F
S01281,Geometry,failed_or_missing,spring_previous,F
S01281,English II,completed,spring_previous,B
S01281,World History,completed,fall_previous,B
S01282,Algebra I,completed,summer_previous,B
S01282,English I,completed,fall_previous,C
S01282,Biology,completed,spring_previous,B
S01282,Geometry,completed,summer_previous,D
S01282,English II,completed,spring_previous,C
S01282,World History,failed_or_missing,fall_previous,F
S01282,Algebra II,completed,summer_previous,A
S01282,English III,completed,summer_previous,A
S01282,Chemistry,completed,spring_previous,D
S01282,U.S. History,completed,summer_previous,B
S01283,Algebra I,completed,fall_previous,A
S01283,English I,failed_or_missing,spring_previous,F
S01283,Biology,completed,summer_previous,C
S01283,Geometry,completed,fall_previous,A
S01283,English II,completed,fall_previous,C
S01283,World History,failed_or_missing,fall_previous,F
S01284,Algebra I,failed_or_missing,fall_previous,F
S01284,English I,completed,summer_previous,D
S01284,Biology,completed,summer_previous,C
S01284,Geometry,completed,spring_previous,C
S01284,English II,completed,fall_previous,B
S01284,World History,completed,fall_previous,C
S01284,Algebra II,completed,summer_previous,B
S01284,English III,completed,spring_previous,A
S01284,Chemistry,completed,fall_previous,C
S01284,U.S. History,completed,fall_previous,A
S01285,Algebra I,completed,summer_previous,C
S01285,English I,completed,fall_previous,C
S01285,Biology,completed,spring_previous,D
S01287,Algebra I,failed_or_missing,spring_previous,F
S01287,English I,completed,spring_previous,B
S01287,Biology,failed_or_missing,spring_previous,F
S01290,Algebra I,completed,summer_previous,A
S01290,English I,completed,fall_previous,C
S01290,Biology,completed,fall_previous,C
S01290,Geometry,completed,spring_previous,C
S01290,English II,completed,fall_previous,B
S01290,World History,completed,spring_previous,C
S01291,Algebra I,completed,spring_previous,C
S01291,English I,failed_or_missing,fall_previous,F
S01291,Biology,completed,summer_previous,C
S01291,Geometry,completed,spring_previous,B
S01291,English II,completed,fall_previous,C
S01291,World History,completed,fall_previous,B
S01291,Algebra II,completed,spring_previous,D
S01291,English III,completed,summer_previous,B
S01291,Chemistry,completed,summer_previous,B
S01291,U.S. History,completed,spring_previous,C
S01293,Algebra I,completed,summer_previous,B
S01293,English I,completed,summer_previous,B
S01293,Biology,failed_or_missing,fall_previous,F
S01293,Geometry,completed,fall_previous,C
S01293,English II,completed,fall_previous,A
S01293,World History,failed_or_missing,fall_previous,F
S01293,Algebra II,completed,summer_previous,A
S01293,English III,completed,spring_previous,A
S01293,Chemistry,completed,summer_previous,C
S01293,U.S. History,completed,fall_previous,B
S01296,Algebra I,completed,fall_previous,B
S01296,English I,completed,summer_previous,D
S01296,Biology,completed,summer_previous,C
S01296,Geometry,completed,fall_previous,B
S01296,English II,completed,fall_previous,C
S01296,World History,completed,summer_previous,D
S01296,Algebra II,completed,spring_previous,C
S01296,English III,completed,fall_previous,C
S01296,Chemistry,failed_or_missing,fall_previous,F
S01296,U.S. History,completed,summer_previous,D
S01297,Algebra I,completed,summer_previous,B
S01297,English I,completed,fall_previous,C
S01297,Biology,failed_or_missing,fall_previous,F
S01299,Algebra I,completed,summer_previous,C
S01299,English I,completed,spring_previous,C
S01299,Biology,completed,summer_previous,B
S01300,Algebra I,completed,summer_previous,D
S01300,English I,completed,fall_previous,C
S01300,Biology,completed,fall_previous,C
S01301,Algebra I,completed,summer_previous,C
S01301,English I,completed,fall_previous,B
S01301,Biology,completed,fall_previous,B
S01301,Geometry,completed,fall_previous,D
S01301,English II,completed,summer_previous,B
S01301,World History,failed_or_missing,fall_previous,F
S01303,Algebra I,completed,spring_previous,C
S01303,English I,completed,spring_previous,C
S01303,Biology,completed,fall_previous,B
S01304,Algebra I,completed,fall_previous,D
S01304,English I,failed_or_missing,fall_previous,F
S01304,Biology,completed,spring_previous,B
S01305,Algebra I,completed,summer_previous,C
S01305,English I,completed,fall_previous,C
S01305,Biology,failed_or_missing,fall_previous,F
S01305,Geometry,completed,summer_previous,D
S01305,English II,completed,spring_previous,D
S01305,World History,completed,fall_previous,B
S01305,Algebra II,completed,spring_previous,B
S01305,English III,completed,fall_previous,B
S01305,Chemistry,completed,summer_previous,C
S01305,U.S. History,completed,spring_previous,C
S01306,Algebra I,completed,fall_previous,B
S01306,English I,completed,summer_previous,A
S01306,Biology,completed,summer_previous,B
S01307,Algebra I,completed,fall_previous,C
S01307,English I,completed,summer_previous,B
S01307,Biology,completed,spring_previous,B
S01307,Geometry,failed_or_missing,fall_previous,F
S01307,English II,completed,spring_previous,A
S01307,World History,completed,fall_previous,C
S01307,Algebra II,completed,fall_previous,D
S01307,English III,completed,summer_previous,D
S01307,Chemistry,completed,fall_previous,B
S01307,U.S. History,completed,spring_previous,A
S01308,Algebra I,completed,summer_previous,A
S01308,English I,completed,spring_previous,D
S01308,Biology,completed,summer_previous,D
S01308,Geometry,completed,fall_previous,B
S01308,English II,completed,spring_previous,B
S01308,World History,completed,summer_previous,B
S01309,Algebra I,completed,summer_previous,C
S01309,English I,completed,summer_previous,D
S01309,Biology,completed,summer_previous,A
S01311,Algebra I,completed,spring_previous,B
S01311,English I,completed,spring_previous,B
S01311,Biology,completed,fall_previous,D
S01311,Geometry,completed,spring_previous,D
S01311,English II,completed,fall_previous,D
S01311,World History,completed,summer_previous,D
S01311,Algebra II,completed,spring_previous,D
S01311,English III,failed_or_missing,fall_previous,F
S01311,Chemistry,failed_or_missing,spring_previous,F
S01311,U.S. History,completed,summer_previous,B
S01312,Algebra I,completed,spring_previous,D
S01312,English I,failed_or_missing,spring_previous,F
S01312,Biology,completed,fall_previous,A
S01312,Geometry,completed,summer_previous,D
S01312,English II,completed,fall_previous,B
S01312,World History,completed,summer_previous,C
S01312,Algebra II,completed,spring_previous,B
S01312,English III,failed_or_missing,spring_previous,F
S01312,Chemistry,completed,spring_previous,B
S01312,U.S. History,completed,summer_previous,B
S01314,Algebra I,failed_or_missing,spring_previous,F
S01314,English I,completed,fall_previous,C
S01314,Biology,completed,summer_previous,C
S01314,Geometry,completed,summer_previous,C
S01314,English II,completed,fall_previous,C
S01314,World History,completed,summer_previous,A
S01314,Algebra II,completed,summer_previous,B
S01314,English III,completed,spring_previous,C
S01314,Chemistry,completed,fall_previous,A
S01314,U.S. History,completed,fall_previous,C
S01316,Algebra I,completed,summer_previous,C
S01316,English I,completed,summer_previous,C
S01316,Biology,completed,fall_previous,C
S01317,Algebra I,completed,summer_previous,A
S01317,English I,completed,fall_previous,B
S01317,Biology,completed,spring_previous,B
S01317,Geometry,completed,fall_previous,D
S01317,English II,completed,spring_previous,B
S01317,World History,completed,spring_previous,B
S01318,Algebra I,completed,spring_previous,A
S01318,English I,completed,summer_previous,C
S01318,Biology,completed,fall_previous,A
S01318,Geometry,completed,summer_previous,C
S01318,English II,completed,fall_previous,B
S01318,World History,completed,fall_previous,C
S01320,Algebra I,completed,spring_previous,A
S01320,English I,completed,spring_previous,B
S01320,Biology,completed,fall_previous,D
S01320,Geometry,completed,fall_previous,C
S01320,English II,completed,spring_previous,D
S01320,World History,completed,spring_previous,C
S01320,Algebra II,completed,summer_previous,A
S01320,English III,completed,fall_previous,A
S01320,Chemistry,completed,fall_previous,B
S01320,U.S. History,completed,spring_previous,C
S01321,Algebra I,completed,spring_previous,C
S01321,English I,completed,spring_previous,B
S01321,Biology,completed,spring_previous,C
S01321,Geometry,completed,fall_previous,A
S01321,English II,completed,spring_previous,D
S01321,World History,completed,summer_previous,B
S01321,Algebra II,completed,spring_previous,B
S01321,English III,completed,fall_previous,B
S01321,Chemistry,completed,spring_previous,C
S01321,U.S. History,completed,summer_previous,D
S01322,Algebra I,completed,summer_previous,A
S01322,English I,completed,fall_previous,A
S01322,Biology,completed,fall_previous,D
S01323,Algebra I,completed,summer_previous,C
S01323,English I,completed,fall_previous,C
S01323,Biology,completed,spring_previous,B
S01325,Algebra I,completed,fall_previous,C
S01325,English I,completed,summer_previous,C
S01325,Biology,completed,fall_previous,A
S01325,Geometry,completed,fall_previous,B
S01325,English II,completed,summer_previous,B
S01325,World History,completed,fall_previous,B
S01326,Algebra I,completed,summer_previous,C
S01326,English I,completed,fall_previous,D
S01326,Biology,completed,summer_previous,D
S01326,Geometry,completed,summer_previous,B
S01326,English II,completed,fall_previous,C
S01326,World History,completed,spring_previous,C
S01326,Algebra II,completed,fall_previous,B
S01326,English III,failed_or_missing,fall_previous,F
S01326,Chemistry,completed,fall_previous,A
S01326,U.S. History,completed,fall_previous,C
S01327,Algebra I,completed,spring_previous,C
S01327,English I,completed,summer_previous,C
S01327,Biology,completed,summer_previous,C
S01329,Algebra I,completed,fall_previous,B
S01329,English I,completed,fall_previous,D
S01329,Biology,completed,spring_previous,B
S01331,Algebra I,completed,fall_previous,D
S01331,English I,completed,summer_previous,C
S01331,Biology,completed,spring_previous,B
S01332,Algebra I,completed,fall_previous,D
S01332,English I,completed,summer_previous,C
S01332,Biology,completed,spring_previous,A
S01332,Geometry,completed,fall_previous,B
S01332,English II,failed_or_missing,spring_previous,F
S01332,World History,completed,fall_previous,A
S01333,Algebra I,completed,spring_previous,C
S01333,English I,completed,spring_previous,C
S01333,Biology,completed,spring_previous,B
S01333,Geometry,failed_or_missing,spring_previous,F
S01333,English II,completed,fall_previous,B
S01333,World History,completed,spring_previous,A
S01334,Algebra I,completed,fall_previous,B
S01334,English I,completed,fall_previous,C
S01334,Biology,completed,spring_previous,C
S01334,Geometry,completed,fall_previous,A
S01334,English II,completed,fall_previous,C
S01334,World History,completed,fall_previous,C
S01335,Algebra I,completed,spring_previous,C
S01335,English I,completed,fall_previous,B
S01335,Biology,completed,summer_previous,B
S01336,Algebra I,completed,summer_previous,D
S01336,English I,completed,fall_previous,C
S01336,Biology,completed,fall_previous,B
S01336,Geometry,completed,spring_previous,C
S01336,English II,completed,summer_previous,C
S01336,World History,completed,fall_previous,C
S01337,Algebra I,completed,fall_previous,B
S01337,English I,completed,spring_previous,C
S01337,Biology,completed,summer_previous,A
S01338,Algebra I,completed,fall_previous,D
S01338,English I,completed,spring_previous,A
S01338,Biology,completed,summer_previous,A
S01338,Geometry,completed,summer_previous,C
S01338,English II,failed_or_missing,spring_previous,F
S01338,World History,completed,summer_previous,B
S01338,Algebra II,completed,spring_previous,C
S01338,English III,completed,spring_previous,C
S01338,Chemistry,completed,summer_previous,B
S01338,U.S. History,completed,spring_previous,B
S01339,Algebra I,completed,spring_previous,C
S01339,English I,failed_or_missing,fall_previous,F
S01339,Biology,completed,fall_previous,C
S01339,Geometry,completed,spring_previous,C
S01339,English II,completed,spring_previous,C
S01339,World History,completed,fall_previous,B
S01339,Algebra II,completed,spring_previous,C
S01339,English III,completed,summer_previous,B
S01339,Chemistry,completed,fall_previous,A
S01339,U.S. History,completed,fall_previous,C
S01341,Algebra I,completed,summer_previous,C
S01341,English I,completed,fall_previous,D
S01341,Biology,completed,spring_previous,B
S01342,Algebra I,completed,spring_previous,D
S01342,English I,failed_or_missing,spring_previous,F
S01342,Biology,completed,summer_previous,C
S01342,Geometry,failed_or_missing,spring_previous,F
S01342,English II,completed,spring_previous,A
S01342,World History,completed,fall_previous,B
S01343,Algebra I,completed,spring_previous,B
S01343,English I,failed_or_missing,spring_previous,F
S01343,Biology,failed_or_missing,spring_previous,F
S01344,Algebra I,completed,summer_previous,D
S01344,English I,completed,summer_previous,B
S01344,Biology,completed,fall_previous,B
S01345,Algebra I,completed,spring_previous,B
S01345,English I,completed,spring_previous,C
S01345,Biology,completed,spring_previous,D
S01345,Geometry,completed,fall_previous,C
S01345,English II,completed,summer_previous,C
S01345,World History,failed_or_missing,fall_previous,F
S01345,Algebra II,completed,fall_previous,B
S01345,English III,failed_or_missing,fall_previous,F
S01345,Chemistry,completed,summer_previous,A
S01345,U.S. History,failed_or_missing,spring_previous,F
S01346,Algebra I,completed,spring_previous,C
S01346,English I,failed_or_missing,spring_previous,F
S01346,Biology,completed,summer_previous,B
S01346,Geometry,completed,summer_previous,D
S01346,English II,failed_or_missing,fall_previous,F
S01346,World History,completed,fall_previous,D
S01347,Algebra I,completed,spring_previous,C
S01347,English I,failed_or_missing,fall_previous,F
S01347,Biology,completed,spring_previous,B
S01347,Geometry,completed,summer_previous,B
S01347,English II,completed,summer_previous,C
S01347,World History,completed,spring_previous,D
S01349,Algebra I,completed,spring_previous,B
S01349,English I,completed,fall_previous,A
S01349,Biology,completed,summer_previous,C
S01349,Geometry,completed,fall_previous,C
S01349,English II,completed,spring_previous,B
S01349,World History,completed,spring_previous,D
S01350,Algebra I,completed,summer_previous,D
S01350,English I,completed,summer_previous,C
S01350,Biology,completed,fall_previous,C
S01350,Geometry,completed,summer_previous,B
S01350,English II,completed,summer_previous,B
S01350,World History,completed,fall_previous,C
S01350,Algebra II,completed,fall_previous,C
S01350,English III,failed_or_missing,fall_previous,F
S01350,Chemistry,completed,summer_previous,A
S01350,U.S. History,failed_or_missing,spring_previous,F
S01351,Algebra I,completed,summer_previous,B
S01351,English I,completed,summer_previous,D
S01351,Biology,completed,summer_previous,D
S01351,Geometry,completed,summer_previous,C
S01351,English II,failed_or_missing,fall_previous,F
S01351,World History,completed,fall_previous,A
S01351,Algebra II,completed,fall_previous,C
S01351,English III,completed,summer_previous,D
S01351,Chemistry,completed,summer_previous,A
S01351,U.S. History,completed,summer_previous,C
S01354,Algebra I,completed,fall_previous,B
S01354,English I,completed,fall_previous,C
S01354,Biology,completed,summer_previous,C
S01354,Geometry,completed,fall_previous,C
S01354,English II,completed,spring_previous,A
S01354,World History,completed,spring_previous,B
S01354,Algebra II,completed,fall_previous,C
S01354,English III,completed,summer_previous,B
S01354,Chemistry,completed,fall_previous,D
S01354,U.S. History,failed_or_missing,spring_previous,F
S01355,Algebra I,completed,fall_previous,C
S01355,English I,completed,spring_previous,B
S01355,Biology,failed_or_missing,fall_previous,F
S01356,Algebra I,completed,summer_previous,A
S01356,English I,completed,summer_previous,B
S01356,Biology,failed_or_missing,fall_previous,F
S01356,Geometry,completed,spring_previous,A
S01356,English II,completed,spring_previous,C
S01356,World History,completed,spring_previous,A
S01357,Algebra I,completed,spring_previous,C
S01357,English I,completed,spring_previous,C
S01357,Biology,completed,spring_previous,D
S01357,Geometry,completed,spring_previous,B
S01357,English II,completed,spring_previous,D
S01357,World History,completed,spring_previous,C
S01357,Algebra II,completed,fall_previous,C
S01357,English III,completed,fall_previous,C
S01357,Chemistry,completed,summer_previous,A
S01357,U.S. History,completed,fall_previous,A
S01359,Algebra I,completed,spring_previous,A
S01359,English I,completed,fall_previous,B
S01359,Biology,completed,fall_previous,D
S01359,Geometry,completed,fall_previous,D
S01359,English II,completed,spring_previous,A
S01359,World History,completed,fall_previous,A
S01359,Algebra II,completed,spring_previous,A
S01359,English III,completed,fall_previous,C
S01359,Chemistry,completed,fall_previous,B
S01359,U.S. History,completed,summer_previous,B
S01360,Algebra I,completed,summer_previous,C
S01360,English I,completed,summer_previous,A
S01360,Biology,completed,summer_previous,B
S01360,Geometry,failed_or_missing,fall_previous,F
S01360,English II,completed,spring_previous,B
S01360,World History,completed,fall_previous,B
S01361,Algebra I,completed,fall_previous,B
S01361,English I,completed,summer_previous,C
S01361,Biology,failed_or_missing,spring_previous,F
S01361,Geometry,completed,fall_previous,B
S01361,English II,completed,fall_previous,C
S01361,World History,completed,fall_previous,B
S01361,Algebra II,completed,fall_previous,B
S01361,English III,completed,fall_previous,B
S01361,Chemistry,completed,summer_previous,B
S01361,U.S. History,completed,summer_previous,A
S01362,Algebra I,completed,fall_previous,D
S01362,English I,completed,fall_previous,C
S01362,Biology,completed,spring_previous,D
S01362,Geometry,completed,spring_previous,B
S01362,English II,completed,spring_previous,C
S01362,World History,completed,spring_previous,C
S01363,Algebra I,completed,summer_previous,C
S01363,English I,completed,spring_previous,A
S01363,Biology,completed,fall_previous,A
S01363,Geometry,completed,spring_previous,A
S01363,English II,completed,spring_previous,B
S01363,World History,completed,summer_previous,C
S01364,Algebra I,completed,spring_previous,A
S01364,English I,completed,summer_previous,C
S01364,Biology,completed,summer_previous,B
S01364,Geometry,completed,fall_previous,D
S01364,English II,completed,spring_previous,C
S01364,World History,completed,fall_previous,C
S01364,Algebra II,completed,spring_previous,C
S01364,English III,completed,spring_previous,C
S01364,Chemistry,completed,fall_previous,A
S01364,U.S. History,completed,fall_previous,C
S01366,Algebra I,completed,spring_previous,C
S01366,English I,completed,fall_previous,B
S01366,Biology,completed,spring_previous,C
S01366,Geometry,completed,spring_previous,C
S01366,English II,completed,fall_previous,C
S01366,World History,completed,summer_previous,C
S01367,Algebra I,completed,fall_previous,C
S01367,English I,completed,summer_previous,D
S01367,Biology,completed,summer_previous,C
S01367,Geometry,completed,spring_previous,D
S01367,English II,failed_or_missing,spring_previous,F
S01367,World History,completed,fall_previous,A
S01367,Algebra II,completed,spring_previous,C
S01367,English III,completed,summer_previous,D
S01367,Chemistry,completed,fall_previous,B
S01367,U.S. History,completed,fall_previous,D
S01368,Algebra I,completed,summer_previous,B
S01368,English I,completed,summer_previous,A
S01368,Biology,completed,spring_previous,C
S01368,Geometry,failed_or_missing,spring_previous,F
S01368,English II,failed_or_missing,spring_previous,F
S01368,World History,completed,spring_previous,A
S01369,Algebra I,completed,summer_previous,C
S01369,English I,completed,spring_previous,D
S01369,Biology,failed_or_missing,fall_previous,F
S01369,Geometry,completed,fall_previous,B
S01369,English II,completed,fall_previous,C
S01369,World History,completed,fall_previous,B
S01370,Algebra I,completed,summer_previous,C
S01370,English I,completed,spring_previous,C
S01370,Biology,completed,fall_previous,C
S01370,Geometry,completed,fall_previous,B
S01370,English II,completed,spring_previous,C
S01370,World History,completed,fall_previous,A
S01371,Algebra I,completed,summer_previous,C
S01371,English I,completed,fall_previous,D
S01371,Biology,completed,fall_previous,D
S01371,Geometry,completed,summer_previous,D
S01371,English II,completed,fall_previous,B
S01371,World History,failed_or_missing,fall_previous,F
S01372,Algebra I,failed_or_missing,spring_previous,F
S01372,English I,completed,fall_previous,B
S01372,Biology,completed,fall_previous,B
S01373,Algebra I,completed,fall_previous,B
S01373,English I,completed,summer_previous,B
S01373,Biology,failed_or_missing,fall_previous,F
S01373,Geometry,failed_or_missing,spring_previous,F
S01373,English II,completed,summer_previous,A
S01373,World History,completed,spring_previous,C
S01376,Algebra I,completed,fall_previous,A
S01376,English I,completed,fall_previous,C
S01376,Biology,completed,spring_previous,D
S01376,Geometry,completed,summer_previous,B
S01376,English II,completed,spring_previous,A
S01376,World History,completed,fall_previous,B
S01376,Algebra II,completed,spring_previous,D
S01376,English III,completed,spring_previous,A
S01376,Chemistry,failed_or_missing,spring_previous,F
S01376,U.S. History,completed,summer_previous,B
S01377,Algebra I,completed,spring_previous,B
S01377,English I,completed,fall_previous,B
S01377,Biology,completed,summer_previous,B
S01378,Algebra I,completed,spring_previous,C
S01378,English I,completed,spring_previous,B
S01378,Biology,completed,fall_previous,C
S01379,Algebra I,completed,spring_previous,A
S01379,English I,completed,spring_previous,C
S01379,Biology,completed,spring_previous,D
S01379,Geometry,completed,fall_previous,D
S01379,English II,completed,spring_previous,B
S01379,World History,completed,summer_previous,B
S01379,Algebra II,completed,fall_previous,B
S01379,English III,completed,spring_previous,A
S01379,Chemistry,completed,spring_previous,B
S01379,U.S. History,completed,fall_previous,C
S01380,Algebra I,completed,fall_previous,B
S01380,English I,completed,summer_previous,B
S01380,Biology,completed,summer_previous,A
S01380,Geometry,completed,fall_previous,C
S01380,English II,completed,spring_previous,C
S01380,World History,completed,spring_previous,D
S01381,Algebra I,completed,summer_previous,A
S01381,English I,completed,fall_previous,A
S01381,Biology,completed,spring_previous,B
S01381,Geometry,completed,fall_previous,A
S01381,English II,completed,fall_previous,B
S01381,World History,completed,summer_previous,A
S01382,Algebra I,failed_or_missing,spring_previous,F
S01382,English I,completed,fall_previous,D
S01382,Biology,completed,summer_previous,B
S01382,Geometry,completed,summer_previous,D
S01382,English II,completed,summer_previous,B
S01382,World History,completed,summer_previous,D
S01384,Algebra I,completed,spring_previous,B
S01384,English I,completed,summer_previous,D
S01384,Biology,completed,fall_previous,D
S01384,Geometry,completed,spring_previous,C
S01384,English II,failed_or_missing,spring_previous,F
S01384,World History,completed,fall_previous,B
S01385,Algebra I,completed,summer_previous,C
S01385,English I,completed,summer_previous,B
S01385,Biology,completed,fall_previous,C
S01385,Geometry,completed,summer_previous,A
S01385,English II,completed,summer_previous,B
S01385,World History,completed,fall_previous,B
S01386,Algebra I,failed_or_missing,spring_previous,F
S01386,English I,completed,spring_previous,C
S01386,Biology,completed,fall_previous,C
S01386,Geometry,completed,spring_previous,A
S01386,English II,completed,spring_previous,B
S01386,World History,completed,summer_previous,D
S01386,Algebra II,completed,summer_previous,B
S01386,English III,completed,spring_previous,C
S01386,Chemistry,completed,fall_previous,C
S01386,U.S. History,completed,fall_previous,D
S01387,Algebra I,completed,spring_previous,D
S01387,English I,completed,summer_previous,A
S01387,Biology,completed,spring_previous,A
S01387,Geometry,completed,summer_previous,C
S01387,English II,completed,summer_previous,C
S01387,World History,completed,spring_previous,A
S01388,Algebra I,completed,summer_previous,B
S01388,English I,completed,fall_previous,A
S01388,Biology,completed,fall_previous,D
S01388,Geometry,completed,fall_previous,C
S01388,English II,failed_or_missing,fall_previous,F
S01388,World History,completed,summer_previous,D
S01388,Algebra II,completed,summer_previous,B
S01388,English III,failed_or_missing,spring_previous,F
S01388,Chemistry,completed,summer_previous,A
S01388,U.S. History,completed,spring_previous,C
S01389,Algebra I,completed,fall_previous,C
S01389,English I,completed,spring_previous,B
S01389,Biology,completed,fall_previous,C
S01389,Geometry,completed,spring_previous,B
S01389,English II,completed,summer_previous,D
S01389,World History,failed_or_missing,fall_previous,F
S01389,Algebra II,completed,spring_previous,B
S01389,English III,failed_or_missing,spring_previous,F
S01389,Chemistry,completed,fall_previous,D
S01389,U.S. History,completed,spring_previous,C
S01390,Algebra I,completed,fall_previous,C
S01390,English I,completed,summer_previous,D
S01390,Biology,failed_or_missing,spring_previous,F
S01390,Geometry,completed,summer_previous,C
S01390,English II,completed,fall_previous,C
S01390,World History,completed,fall_previous,C
S01392,Algebra I,completed,spring_previous,B
S01392,English I,completed,summer_previous,B
S01392,Biology,failed_or_missing,spring_previous,F
S01393,Algebra I,completed,summer_previous,B
S01393,English I,completed,spring_previous,C
S01393,Biology,failed_or_missing,fall_previous,F
S01393,Geometry,failed_or_missing,fall_previous,F
S01393,English II,completed,summer_previous,B
S01393,World History,completed,summer_previous,D
S01393,Algebra II,completed,spring_previous,D
S01393,English III,completed,fall_previous,C
S01393,Chemistry,failed_or_missing,fall_previous,F
S01393,U.S. History,failed_or_missing,fall_previous,F
S01395,Algebra I,completed,fall_previous,D
S01395,English I,completed,summer_previous,A
S01395,Biology,completed,spring_previous,A
S01396,Algebra I,completed,summer_previous,C
S01396,English I,completed,spring_previous,D
S01396,Biology,completed,summer_previous,C
S01396,Geometry,completed,summer_previous,B
S01396,English II,completed,spring_previous,A
S01396,World History,completed,spring_previous,B
S01397,Algebra I,failed_or_missing,spring_previous,F
S01397,English I,completed,summer_previous,C
S01397,Biology,completed,summer_previous,A
