student_id,course,violation_type,required_prerequisite,may_take_concurrently,summer_only,notes
S00722,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00722,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00723,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00723,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00723,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00724,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00724,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00725,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00725,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00725,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00726,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00726,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00727,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00727,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00727,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00728,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00728,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00728,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00728,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00729,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00730,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00730,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00731,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00732,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00733,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00733,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00734,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00734,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00734,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00735,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00735,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00736,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00737,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00737,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00738,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00739,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00739,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00739,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00739,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00740,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00740,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00741,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00741,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00742,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00742,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00742,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00744,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00744,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00745,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00745,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00746,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00746,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00747,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00748,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00749,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00749,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00749,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00750,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00750,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00753,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00754,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00754,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00755,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00755,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00756,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00756,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00757,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00757,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00758,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00760,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00761,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00761,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00761,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00762,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00762,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00763,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00763,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00763,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00763,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00764,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00764,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00765,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00765,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00765,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00766,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00767,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00768,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00768,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00768,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00769,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00770,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00770,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00770,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00770,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00770,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00771,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00771,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00772,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00773,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00774,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00777,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00777,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00779,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00779,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00779,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00779,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00780,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00780,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00781,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00781,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00782,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00782,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00784,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00784,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00784,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00784,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00785,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00787,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00787,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00788,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00789,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00789,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00789,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00790,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00791,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00791,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00792,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00792,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00792,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00793,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00793,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00793,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00795,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00797,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00797,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00797,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00797,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00798,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00798,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00798,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00798,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00799,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00800,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00801,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00801,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00802,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00802,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00803,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00804,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00805,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00806,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00806,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00806,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00807,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00808,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00809,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00810,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00810,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00810,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00812,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00812,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00813,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00814,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00814,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00815,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00816,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00816,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00817,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00819,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00821,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00822,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00822,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00823,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00824,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00824,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00824,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00824,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00824,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00825,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00826,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00826,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00826,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00828,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00828,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00829,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00829,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00829,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00830,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00831,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00831,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00831,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00832,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00832,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00832,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00833,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00833,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00833,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00834,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00835,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00835,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00836,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00836,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00836,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00837,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00838,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00838,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00840,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00841,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00841,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00842,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00842,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00844,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00844,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00844,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00846,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00846,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00846,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00846,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00846,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00847,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00847,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00848,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00849,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00849,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00850,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00851,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00851,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00851,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00851,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00852,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00852,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00852,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00852,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00853,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00854,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00854,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00855,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00857,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00859,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00860,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00861,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00862,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00863,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00864,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00865,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00866,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00867,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00867,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00867,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00868,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00868,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00868,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00869,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00870,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00871,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00872,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00873,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00873,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00873,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00873,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00874,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00877,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00877,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00877,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00878,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00879,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00882,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00883,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00883,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00883,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00883,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00887,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00887,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00887,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00888,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00888,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00889,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00890,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00890,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00891,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00891,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00892,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00893,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00893,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00893,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00895,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00895,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00896,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00896,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00896,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00897,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00897,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00898,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00899,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00900,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00901,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00901,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00902,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00902,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00903,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00903,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00904,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00904,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00906,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00906,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00907,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00907,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00907,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00908,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00908,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00908,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00908,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00909,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00909,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00911,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00912,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00912,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00912,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00913,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00913,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00914,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00915,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00916,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00916,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00916,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00917,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00917,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00918,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00918,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00918,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00919,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00919,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00919,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00919,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00920,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00920,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00920,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00920,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00921,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00921,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00921,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00922,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00922,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00923,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00924,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00924,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
